chapter, heading, subheading, description
61,6103,610310,"MEN'S OR BOYS' SUITS, KNITTED OR CROCHETED"
61,6103,610322,"MEN'S OR BOYS' ENSEMBLES OF COTTON, KNITTED OR CRO"
61,6103,610323,"MEN'S OR BOYS' ENSEMBLES OF SYNTHETIC FIBERS, KNIT"
61,6103,610329,"MEN'S OR BOYS' ENSEMBLES, KNIT ETC, TEXTILES NESOI"
61,6103,610331,"M/B SUIT-TYPE JACKETS AND BLAZERS OF WOOL, KNIT"
61,6103,610332,"M/B SUIT-TYPE JACKETS AND BLAZERS OF COTTON, KNIT"
61,6103,610333,"M/B SUIT-TYPE JACKET & BLAZER SYNTHETIC FIBER,KNIT"
61,6103,610339,"MEN'S OR BOYS' SUIT-TY JAC, KNIT ETC, TEXT NESOI"
61,6103,610341,"M/B TROUSER  OVERALLS SHORTS ETC WOOL, KNIT"
61,6103,610342,"M/B TROUSERS OVERALLS SHORTS ETC COTTON, KNIT"
61,6103,610343,"M/B TROUSERS OVERALLS SHORTS ETC SYN FIBERS, KNIT"
61,6103,610349,"MEN'S OR BOYS' TROUSERS ETC, KNIT ETC, TEXT NESOI"
61,6104,610413,"WOMEN'S OR GIRLS' SUITS OF SYNTHETIC FIBERS, KNITT"
61,6104,610419,"WOMEN'S OR GIRLS' SUITS, KNIT ETC, TEXT MAT NESOI"
61,6104,610422,"WOMEN'S OR GIRLS' ENSEMBLES OF COTTON, KNITTED OR"
61,6104,610423,"W/G ENSEMBLES OF SYNTHETIC FIBERS, KNIT"
61,6104,610429,"WOMEN'S OR GIRLS' ENSEMBLES, KNIT ETC, TEXT NESOI"
61,6104,610431,"W/G SUIT-TYPE JACKETS AND BLAZERS OF WOOL, KNIT"
61,6104,610432,"W/G SUIT-TYPE JACKETS AND BLAZERS OF COTTON, KNIT"
61,6104,610433,"W/G SUIT-TYPE JACKETS/BLAZERS SYNTHETIC FIBER,KNIT"
61,6104,610439,"WOMEN'S OR GIRLS' SU-TY JAC, KNIT ETC, TEXT NESOI"
61,6104,610441,"W/G DRESSES OF WOOL, KNIT"
61,6104,610442,"WOMEN'S OR GIRLS' DRESSES OF COTTON, KNITTED OR CR"
61,6104,610443,"WOMEN'S OR GIRLS' DRESSES SYNTHETIC FIBERS, KNIT"
61,6104,610444,"WOMEN'S OR GIRLS' DRESSES ARTIFICIAL FIBERS, KNIT"
61,6104,610449,"WOMEN'S OR GIRLS' DRESSES OF TEXT MTRL NESOI, KNIT"
61,6104,610451,"W/G SKIRTS AND DIVIDED SKIRTS OF WOOL, KNIT"
61,6104,610452,"W/G SKIRTS AND DIVIDED SKIRTS OF COTTON, KNIT"
61,6104,610453,"W/G SKIRTS & DIVIDED SKIRTS OF SYNTHETIC FIB, KNIT"
61,6104,610459,"WOMEN'S OR GIRLS' SKIRTS ETC KNIT ETC, TEXT NESOI"
61,6104,610461,"W/G TROUSERS OVERALLS BREECHES SHORTS OF WOOL,KNIT"
61,6104,610462,"W/G TROUSERS OVERALLS BREECHES SHORTS COTTON, KNIT"
61,6104,610463,"W/G TROUSER OVERALL BREECHES SHORTS SYN FIB, KNIT"
61,6104,610469,"WOMEN'S OR GIRLS' TROUSERS ETC KNIT ETC, TEX NESOI"
61,6105,610510,"MEN'S OR BOYS' SHIRTS OF COTTON, KNITTED OR CROCHE"
61,6105,610520,"MEN'S OR BOYS' SHIRTS OF MANMADE FIBERS, KNITTED O"
61,6105,610590,"MEN'S/BOYS' SHIRTS OF TEXTILE MATERIAL NESOI, KNIT"
61,6106,610610,"WOMEN'S OR GIRLS' BLOUSES AND SHIRTS COTTON, KNIT"
61,6106,610620,"WOMEN'S OR GIRLS' BLOUSES/SHIRTS MANMADE FIB, KNIT"
61,6106,610690,"W/G BLOUSES AND SHIRTS TEXTILE MATERIAL NESOI,KNIT"
61,6107,610711,"MEN'S OR BOYS' UNDERPANTS AND BRIEFS COTTON, KNIT"
61,6107,610712,"MEN'S/BOYS' UNDERPANTS & BRIEFS MANMADE FIBER,KNIT"
61,6107,610719,"MEN'S/BOYS' UNDERPANT,& BRIEFS, TEXT MATL NESOI,KT"
61,6107,610721,"MEN'S OR BOYS' NIGHTSHIRT AND PAJAMAS COTTON, KNIT"
61,6107,610722,"MEN'S/BOYS' NIGHTSHIRT AND PAJAMAS MANMADE FIB, KT"
61,6107,610729,"M/B NIGHTSHIRTS & PAJAMAS OF TEXT MTL NESOI, KNIT"
61,6107,610791,"MEN'S OR BOYS' BATHROBES AND SIMILAR ART COTTON,KT"
61,6107,610799,"M/B BATHROBES & SIMILAR ART OF TEXT MATL NESOI, KT"
61,6108,610811,"WOMEN'S/GIRLS' SLIPS & PETTICOATS MANMADE FIB, KT"
61,6108,610819,"W/G SLIPS AND PETTICOATS OF TEXTILE MAT NESOI, KT"
61,6108,610821,"WOMEN'S OR GIRLS' BRIEFS AND PANTIES COTTON, KNIT"
61,6108,610822,"WOMEN'S/GIRLS' BRIEFS & PANTIES MANMADE FIBER, KT"
61,6108,610829,"W/G BRIEFS & PANTIES OF TEXTILE MAT NESOI, KNIT"
61,6108,610831,"W/G NIGHTDRESSES & PAJAMAS OF COTTON, KNIT"
61,6108,610832,"W/G NIGHTDRESSES & PAJAMAS MANMADE FIBERS, KNIT"
61,6108,610839,W/G NIGHTDRESSES & PAJAMAS OF TEXTILE MAT NESOI KT
61,6108,610891,"W/G NEGLIGEES BATHROBES & SIMILAR ART COTTON, KNIT"
61,6108,610892,"W/G NEGLIGEES BATHROBES & SIMILAR ART MMF, KNIT"
61,6108,610899,"W/G NEGLIGEES & SIMILAR ART TEXT MATL NESOI, KNIT"
61,6109,610910,"T-SHIRTS, SINGLETS, TANK TOPS ETC, KNIT ETC COTTON"
61,6109,610990,"T-SHIRTS, SINGLETS ETC, KNIT ETC, TEXTILES NESOI"
61,6110,611011,"SWEATERS & SIMIL. ARTICLES, KNIT/CROCHET OF WOOL"
61,6110,611012,"SWEATER & SIMILAR ARTICL,KNIT/CROC OF KASHMIR GOAT"
61,6110,611019,"SWEATER & SIMILAR  ARTICLES, KNIT/CROCT, NESOI"
61,6110,611020,"SWEATERS, PULLOVERS ETC, KNIT ETC, COTTON"
61,6110,611030,"SWEATERS, PULLOVERS ETC, KNIT ETC, MANMADE FIBERS"
61,6110,611090,"SWEATERS, PULLOVERS ETC, KNIT ETC, TEXTILES NESOI"
61,6111,611120,"BABIES' GARMENTS & CLTHNG ACCESS OF COTTON, KNIT"
61,6111,611130,"BABIES' GARMENTS & CLTHNG ACCESS SYN FIBERS, KNIT"
61,6111,611190,"BABIES' GARMENTS ETC, KNIT ETC, TEXTILES NESOI"
61,6112,611211,"TRACK & WARM-UP SUITS ETC, KNIT ETC, COTTON"
61,6112,611212,"TRACK & WARM-UP SUITS ETC, KNIT ETC, SYNTH FIBERS"
61,6112,611219,"TRACK & WARM-UP SUITS ETC, KNIT ETC, TEXTILE NESOI"
61,6112,611220,"SKI SUITS, KNITTED OR CROCHETED"
61,6112,611231,"MEN'S OR BOYS' SWIMWEAR OF SYNTHETIC FIBERS, KNITT"
61,6112,611239,"M/B SWIMWEAR OF OTHER TEXTILE MATERIALS, KNIT"
61,6112,611241,"WOMEN'S OR GIRLS' SWIMWEAR SYNTHETIC FIBERS, KNIT"
61,6112,611249,"W/G SWIMWEAR OF OTHER TEXTILE MATERIALS, KNIT"
61,6113,611300,"GARMENTS, KNIT ETC, COATED ETC RUBBER, PLASTIC ETC"
61,6114,611420,"OTHER GARMENTS OF COTTON, KNITTED OR CROCHETED"
61,6114,611430,"OTHER GARMENTS OF MANMADE FIBERS, KNITTED OR CROCH"
61,6114,611490,"OTHER GARMENTS OF OTHER TEXTILE MATERIALS, KNITTED"
61,6115,611510,GRADUATED COMPRESSION HOSIERY
61,6115,611521,"PANTYHOSE & TIGHTS, SYNTH FIBR, LT 67 DECITX NESOI"
61,6115,611522,"PANTYHOSE & TIGHTS, SYNTH FIBR, GT=67 DECITX NESOI"
61,6115,611529,"PANTY HOSE AND TIGHTS, EXC SYNTHETIC FIBERS, NESOI"
61,6115,611530,WMN'S FULL-/KNEE-LENGTH HOSIERY LT 67 DECITX NESOI
61,6115,611594,STOCKNG/SOCKS/OTH HOSIERY ETC WOOL/FINE ANML NESOI
61,6115,611595,"STOCKINGS, SOCKS & OTHER HOSIERY ETC, COTTON NESOI"
61,6115,611596,STOCKNG/SOCKS/OTH HOSIERY ETC. OF SYN FIBERS NESOI
61,6115,611599,"SOCKS & OTHER HOSIERY TEXTILE MATERIALS NESOI, KT"
61,6116,611610,"GLOVES IMPREG CTD OR COV W PLAS/RUBBER, KNIT"
61,6116,611691,"GLOVES, MITTENS AND MITTS OF WOOL ETC, KNIT"
61,6116,611692,"GLOVES, MITTENS AND MITTS OF COTTON, KNITTED OR CR"
61,6116,611693,"GLOVES, MITTENS AND MITTS SYNTHETIC FIBERS, KNIT"
61,6116,611699,"GLOVES, MITTENS & MITTS OTHER TEXTILE MTRL, KNIT"
61,6117,611710,"SHAWLS, SCARVES, MUFFLERS, VEILS & THE LIKE, KNIT"
61,6117,611780,"OTHER MADE-UP CLOTHING ACCESSORIES, KNITTED OR CRO"
61,6117,611790,"PARTS OF GARMENTS OR OF CLOTHING ACCESSORIES, KNIT"
62,6201,620111,"M/B OVERCOATS CARCOATS SIMILAR ART WOOL, NOT KNIT"
62,6201,620112,"MEN'S OR BOYS' OVERCOATS ETC, NOT KNIT, COTTON"
62,6201,620113,"MEN'S OR BOYS' OVERCOATS ETC, NOT KNIT, MNMD FIBER"
62,6201,620119,"M/B OVERCOATS CARCOATS SMLR ART OTH TEX MTL, NT KT"
62,6201,620191,"M/B ANORAKS, SKI JACKETS & SMLR ART WOOL, NOT KNIT"
62,6201,620192,"M/B ANORAKS, SKI JACKETS & SMLR ART COTTON, NT KT"
62,6201,620193,"M/B ANORAKS SKI JACKETS & SMLR ART MANMADE FIB,NKT"
62,6201,620199,"M/B ANORAK SKI JACKET & SMLR ART OT TEX MTRL, N KT"
62,6202,620211,"W/G OVERCOATS RAINCOATS & SMLR ARTICLE WOOL, N KT"
62,6202,620212,"WOMEN'S OR GIRLS' OVERCOATS ETC, NOT KNIT, COTTON"
62,6202,620213,"WOMEN'S OR GIRLS' OVERCOATS ETC, NOT KNIT, MM FIB"
62,6202,620219,"W/G OVERCOATS & SIMILAR COATS OT TEX MTRL, N KNIT"
62,6202,620291,"W/G ANORAKS SKI JACKETS & SMLR ARTICLES WOOL, N KT"
62,6202,620292,"W/G ANORAKS SKI JACKETS & SMLR ARTICLE COTTON,N KT"
62,6202,620293,"W/G ANORAKS SKI JACKETS & SMLR ARTICLES MMF, N KT"
62,6202,620299,"W/G ANORAKS SKI JACKET & SMLR ART OT TEX MTRL,N KT"
62,6203,620311,"MEN'S OR BOYS' SUITS OF WOOL, NOT KNIT"
62,6203,620312,"MEN'S OR BOYS' SUITS OF SYNTHETIC FIBERS, NOT KNIT"
62,6203,620319,"MEN'S OR BOYS' SUITS OF TEXTILE MAT NESOI, N KNIT"
62,6203,620322,"MEN'S OR BOYS' ENSEMBLES OF COTTON, NOT KNITTED OR"
62,6203,620323,"MEN'S OR BOYS' ENSEMBLES SYNTHETIC FIBERS, NT KNIT"
62,6203,620329,"MEN'S OR BOYS' ENSEMBLES, NOT KNIT, TEXTILES NESOI"
62,6203,620331,"M/B SUIT-TYPE JACKETS AND BLAZERS OF WOOL, NT KNIT"
62,6203,620332,"MEN'S/BOYS' SUIT-TYPE JACKETS & BLAZERS COT, N KT"
62,6203,620333,"M/B SUIT-TYPE JACKETS & BLAZERS SYNTHETIC FIB,N KT"
62,6203,620339,"MEN'S OR BOYS' SUIT-TY JAC, NOT KNIT, TEXT NESOI"
62,6203,620341,"M/B TROUSER OVERALLS BREECHES SHORTS WOOL, NT KNIT"
62,6203,620342,"MEN'S OR BOYS' TROUSERS ETC, NOT KNIT, COTTON"
62,6203,620343,"MEN'S OR BOYS' TROUSERS ETC, NOT KNIT, SYNTH FIBER"
62,6203,620349,"MEN'S OR BOYS' TROUSERS ETC, NOT KNIT, TEXT NESOI"
62,6204,620411,"W/G SUITS OF WOOL, NOT KNIT"
62,6204,620412,"WOMEN'S OR GIRLS' SUITS OF COTTON, NOT KNITTED OR"
62,6204,620413,"WOMEN'S OR GIRLS' SUITS SYNTHETIC FIBERS, NOT KNIT"
62,6204,620419,"WOMEN'S OR GIRLS' SUITS, NOT KNIT, TEXTILES NESOI"
62,6204,620421,"WOMEN'S OR GIRLS' ENSEMBLES OF WOOL, NOT KNIT"
62,6204,620422,"WOMEN'S OR GIRLS' ENSEMBLES OF COTTON, NOT KNITTED"
62,6204,620423,"WOMEN'S OR GIRLS' ENSEMBLES SYNTHETIC FIBERS, N KT"
62,6204,620429,"WOMEN'S OR GIRLS' ENSEMBLES, NOT KNIT, TEXT NESOI"
62,6204,620431,"W/G SUIT-TYPE JACKETS AND BLAZERS WOOL, NOT KNIT"
62,6204,620432,"W/G SUIT-TYPE JACKETS AND BLAZERS COTTON, NOT KNIT"
62,6204,620433,"W/G SUIT-TYPE JACKETS & BLAZERS SYN FIBERS, N KNIT"
62,6204,620439,"WOMEN'S OR GIRLS' SUIT-TY JAC, NOT KNIT, TEX NESOI"
62,6204,620441,"WOMEN'S OR GIRLS' DRESSES OF WOOL, NOT KNITTED"
62,6204,620442,"WOMEN'S OR GIRLS' DRESSES OF COTTON, NOT KNITTED"
62,6204,620443,"WOMEN'S OR GIRLS' DRESSES SYNTHETIC FIBERS, NT KT"
62,6204,620444,"WOMEN'S OR GIRLS' DRESSES ARTIFICIAL FIBERS, N KT"
62,6204,620449,"WOMEN'S OR GIRLS' DRESSES OT TEXTILE MTRL, NT KNIT"
62,6204,620451,"WOMEN'S/GIRLS' SKIRTS & DIVIDED SKIRTS WOOL, NT KT"
62,6204,620452,"WOMEN'S/GIRLS' SKIRTS & DIVIDED SKIRTS COTTON,N KT"
62,6204,620453,"WOMEN'S/GIRLS' SKIRTS SYNTHETIC FIBERS, NOT KNIT"
62,6204,620459,"WOMEN'S OR GIRLS' SKIRTS ETC, NOT KNIT, TEXT NESOI"
62,6204,620461,"W/G TROUSERS OVERALLS BREECHES SHORTS WOOL,NT KNIT"
62,6204,620462,"WOMEN'S OR GIRLS' TROUSERS ETC NOT KNIT, COTTON"
62,6204,620463,"WOMEN'S OR GIRLS' TROUSERS ETC NOT KNIT, SYN FIBER"
62,6204,620469,"WOMEN'S OR GIRLS' TROUSERS ETC NOT KNIT, TEX NESOI"
62,6205,620520,"MEN'S OR BOYS' SHIRTS, NOT KNIT, OF COTTON"
62,6205,620530,"MEN'S OR BOYS' SHIRTS, NOT KNIT, MANMADE FIBERS"
62,6205,620590,"MEN'S OR BOYS SHIRTS OT TEXTILE MAT NESOI, NT KNIT"
62,6206,620610,"W/G BLOUSES, SHIRTS AND SHIRT BLOUSES SILK, NT KT"
62,6206,620620,"W/G BLOUSES, SHIRTS AND SHIRT BLOUSES WOOL, NT KT"
62,6206,620630,"W/G BLOUSES SHIRTS & SHIRT BLOUSES COTTON,NOT KNIT"
62,6206,620640,"W/G BLOUSES, SHIRTS & SHIRT BLOUSES MMF, NOT KNIT"
62,6206,620690,"W/G BLOUSES SHIRTS ETC OT TEXTILE MATERIALS, NT KT"
62,6207,620711,"M/B UNDERPANTS AND BRIEFS OF COTTON, NOT KNIT"
62,6207,620719,"M/B UNDERPANTS AND BRIEFS OT TEXTILE MTRL,NOT KNIT"
62,6207,620721,"M/B NIGHTSHIRTS AND PAJAMAS OF COTTON, NOT KNIT"
62,6207,620722,"M/B NIGHTSHIRTS & PAJAMAS MANMADE FIBERS, NOT KNIT"
62,6207,620729,"M/B NIGHTSHIRTS & PAJAMAS OT TEXTILE MTRL, NT KNIT"
62,6207,620791,"MEN'S OR BOYS' SINGLETS ETC, NOT KNIT, OF COTTON"
62,6207,620799,"MEN'S OR BOYS' SINGLETS ETC, NOT KNIT, TEXT NESOI"
62,6208,620811,"W/G SLIPS AND PETTICOATS MANMADE FIBERS, NOT KNIT"
62,6208,620819,"W/G SLIPS & PETTICOATS OT TEXTILE MATERIALS, N KT"
62,6208,620821,"W/G NIGHTDRESSES AND PAJAMAS COTTON, NOT KNIT"
62,6208,620822,"W/G NIGHTDRESSES & PAJAMAS MANMADE FIBERS, NOT KT"
62,6208,620829,"W/G NGHTDRESS & PAJAMAS OT TETILE MATERIAL, N KNIT"
62,6208,620891,"WOMEN'S OR GIRLS' UNDSHIRTS ETC, NOT KNIT, COTTON"
62,6208,620892,"WOMEN'S OR GIRLS' UNDSHIRTS ETC, NOT KNIT, MM FIBR"
62,6208,620899,"WOMEN'S OR GIRLS' UNDSHIRT ETC, NO KNIT, TEX NESOI"
62,6209,620920,"BABIES' GARMENTS & CLTHNG ACCESS COTTON, NOT KNIT"
62,6209,620930,"BABIES' GARMENTS/CLTHNG ACCESS SYN FIBERS,NOT KNIT"
62,6209,620990,"BABIES' GARMENTS/CLTHNG ACCESS OT TEX MTRL,NOT KNI"
62,6210,621010,GARMENTS OF FABRIC OF FELTS/NONWOVEN
62,6210,621020,"M/B OVERCOATS ETC IMPREGNATED, RUBBERIZED ETC N KT"
62,6210,621030,"W/G OVERCOAT ETC IMPREGNATED, RUBBERIZED ETC. N KT"
62,6210,621040,"MEN'S OR BOYS' GARMENTS, NOT KNIT, COATED ETC"
62,6210,621050,"WOMEN'S OR GIRLS' GARMENTS, NOT KNIT, COATED ETC"
62,6211,621111,"MEN'S OR BOYS' SWIMWEAR, NOT KNITTED OR CROCHETED"
62,6211,621112,"WOMEN'S OR GIRLS' SWIMWEAR, NOT KNITTED OR CROCHET"
62,6211,621120,"SKI-SUITS, NOT KNITTED OR CROCHETED"
62,6211,621132,"MEN'S OR BOYS' OTHER GARMENTS OF COTTON, NOT KNITT"
62,6211,621133,"MEN'S OR BOYS' OTHER GARMENTS MANMADE FIBERS, N KT"
62,6211,621139,"MEN'S OR BOYS' OT GARMENTS OT TEXTILE MTRL, N KNIT"
62,6211,621142,OTH GAR WOM GRLS COTTON EX TRACK SKI-SUITS SWMWER
62,6211,621143,OTH GAR WOM GRLS MM FIB EX TRACK SKI-SUITS SWMWER
62,6211,621149,OTH GAR WOM GRLS OTH TEX MTRLS EX WL AML HR CT MM
62,6212,621210,"BRASSIERES, KNIT OR CROCHETED OR NOT"
62,6212,621220,"GIRDLES & PANTY GIRDLES, KNIT OR CROCHETED OR NOT"
62,6212,621230,"CORSETS, KNITTED OR CROCHETED OR NOT"
62,6212,621290,BRACES SUSPENDERS GARTERS ART PARTS KT O CT
62,6213,621320,"HANDKERCHIEFS, OF COTTON"
62,6213,621390,"HANDKERCHIEFS, OF OTHER TEXTILE MATERIALS"
62,6214,621410,"SHAWLS, SCARVES ETC OF SILK OR SILK WASTE NOT KNIT"
62,6214,621420,"SHAWLS SCARVES AND THE LIKE OF WOOL, NOT KNIT"
62,6214,621430,"SHAWLS SCARVES AND THE LIKE OF SYNTHETIC FIB, N KT"
62,6214,621440,"SHAWLS SCARVES AND THE LIKE ARTIFICIAL FIBER, N KT"
62,6214,621490,"SHAWLS SCARVES AND THE LIKE TEXTILE MTRL NESOI,NKT"
62,6215,621510,"TIES, BOW TIES AND CRAVATS, OF SILK ETC, NOT KNIT"
62,6215,621520,"TIES BOW TIES AND CRAVATS MANMADE FIBERS, NT KNIT"
62,6215,621590,"TIES, BOW TIES AND CRAVATS, OF OTH TEXT, NOT KNIT"
62,6216,621600,"GLOVES, MITTENS AND MITTS, NOT KNIT OR CROCHETED"
62,6217,621710,OTH MADE-UP CLOTHING ACCESS NESOI
62,6217,621790,"PARTS OF GARMENTS AND CLOTHING ACCESSORIES, NESOI"
63,6301,630110,"BLANKETS, ELECTRIC"
63,6301,630120,BLANKETS (NT ELEC) & TRAVELING RUGS OF WOOL HAIR
63,6301,630130,BLANKETS (NT ELEC) & TRAVELING RUGS OF COTTON
63,6301,630140,BLNKET (NT ELEC) & TRAVELING RUGS OF SYNTHETIC FIB
63,6301,630190,OTHER BLANKETS AND TRAVELING RUGS
63,6302,630210,"BED LINEN, KNITTED OR CROCHETED"
63,6302,630221,"BED LINEN, PRINTED, OF COTTON, NOT KNIT OR CROCHET"
63,6302,630222,"BED LINEN, PRINTED, OF MANMADE FIB, NOT KNIT ETC"
63,6302,630229,"OTH BED LINEN, PRINTED, OF TEXTILE MATERIALS NESOI"
63,6302,630231,"BED LINEN NESOI, OF COTTON, NOT KNIT OR CROCHETED"
63,6302,630232,"BED LINEN NESOI, OF MANMADE FIBERS, NOT KNIT ETC"
63,6302,630239,"OTHER BED LINEN, OF TEXTILE MATERIALS NESOI"
63,6302,630240,"TABLE LINEN, KNITTED OR CROCHETED"
63,6302,630251,"TABLE LINEN OF COTTON, NOT KNITTED OR CROCHETED"
63,6302,630253,"TABLE LINEN OF MANMADE FIBERS, NOT KNIT ETC"
63,6302,630259,OTHER TABLE LINEN OF TEXTILE MATERIALS NESOI
63,6302,630260,TOILET & KITCHEN LINEN OF COTTON TERRY FABRICS
63,6302,630291,TOILET & KITCHEN LINEN OF COTTON FABRIC EXC TERRY
63,6302,630293,TOILET & KITCHEN LINEN OF MANMADE FIBERS
63,6302,630299,TOILET & KITCHEN LINEN OF TEXTILES NESOI
63,6303,630312,CURTAIN (DRAPE) & INTER BLND/BD VAL KT/CRO SYN FIB
63,6303,630319,CURT & INTR BLND CURT/BD VAL KT/CROC NESOI TEX MAT
63,6303,630391,"CURTAIN & INTERIOR BLINDS/BED VALANCES, NESOI, COT"
63,6303,630392,"CURTAIN & INTER BLINDS/BED VALANCES, NESOI SYN FIB"
63,6303,630399,CURT & INT BLND CURT/BD VAL NESOI TEX MAT NT KT/CR
63,6304,630411,"BEDSPREADS, KNITTED OR CROCHETED TEXTILES"
63,6304,630419,"BEDSPREADS, NOT KNITTED OR CROCHETED TEXTILE"
63,6304,630491,OTH FURN ART EXC HEADING 9404 NESOI KNIT/CROCHETED
63,6304,630492,OTHER FURNISH ART NT 9404 NESOI NT KT/CROCHET COT
63,6304,630493,OTHER FURN ART NT 9404 NESOI NT KT/CROCHET SYN FIB
63,6304,630499,OTH FURN ART EXC HEADNG 9404 NESOI N/KT/CR OTH MAT
63,6305,630510,SACK & BAG FOR PKG GOOD JUTE/BAST FIB OF HEAD 5303
63,6305,630520,SACKS & BAGS KIND USED FOR PACKING OF GOODS COTTON
63,6305,630532,"SACK & BAG FOR PKG GOOD MMADE MAT, FLEX BULK CONT."
63,6305,630533,SACK & BAG FOR PKG GOOD MMADE MAT POLYETHYLENE
63,6305,630539,SACK & BAG FOR PKG GOOD MANMADE TEXTILE MAT NESOI
63,6305,630590,SACK & BAG USED FOR PACKING GOODS NESOI TEX MAT
63,6306,630612,"TARPAULIN, AWNINGS AND SUNBLINDS OF SYNTHETIC FIB."
63,6306,630619,"TARPAULINS, AWNINGS & SUNBLINDS: OF OTH TEX MAT"
63,6306,630622,"TENTS, OF SYNTHETIC FIBERS"
63,6306,630629,"TENTS, OF TEXTILE MATERIALS NESOI"
63,6306,630630,"SAILS FOR BOATS, SAILBOARDS OR LANDCRAFT"
63,6306,630640,PNEUMATIC MATTRESSES
63,6306,630690,"CAMPING GOODS OF TEXTILES, NESOI"
63,6307,630710,"FLOORCLOTHS, DISHCLOTHS, DUSTERS ETC."
63,6307,630720,"LIFE JACKETS AND LIFE BELTS, OF TEXTILE MATERIAL"
63,6307,630790,"MADE-UP TEXTILE ARTICLES, NESOI"
63,6308,630800,"NEEDLECRAFT SETS OF WOV FABRIC & YARN, RETAIL PACK"
63,6309,630900,WORN CLOTHING AND OTHER WORN TEXTILE ARTICLES
63,6310,631010,"USED/NEW RAG, SCRP TWNE & WORN-OT ART TWNE ETC SOR"
63,6310,631090,"USE/NEW RAG, SCRP TWNE & WRN-OT ART TWNE ETC NESOI"
64,6401,640110,WATERPROOF FOOTWEAR RUBBER/PLASTIC A METAL TOE-CAP
64,6401,640192,"RUB OR PLAST BONDED BOOTS NESOI, ANKL COV NOT KNEE"
64,6401,640199,SHOES RUB PLAST NO STITCH NOT OVER ANKLE NESOI
64,6402,640212,"OTH FTWR RUB/PLAS SKI,CROSS-CTY & SNOWBOARD BOOTS"
64,6402,640219,FOOTWEAR RUB PLAST STITCH SPORTS FOOTWEAR NESOI
64,6402,640220,OTH FTWR W/UPPR STRAP ASSMB TO SOLE BY PLUG(ZORIS)
64,6402,640291,"FOOTWEAR O SOLE UPP RUB OR PLAST NESOI, ANKL COVRD"
64,6402,640299,"FOOTWEAR, OUTER SOLE & UPPER RUBBER OR PLAST NESOI"
64,6403,640312,"FTWR W/LTHR UPP,SKI,CROSS-CTY & SNOWBOARD BOOTS"
64,6403,640319,"FOOTWEAR LEA UPPER, SPORTS FOOTWEAR EXC SKI-BOOTS"
64,6403,640320,FTWR SOL LTHR UPPER LTHR STRAPS AND AROUND BIG TOE
64,6403,640340,FOOTWEAR LEA UPPER NESOI WITH A METAL TOE-CAP
64,6403,640351,"FOOTWEAR, OUTER SOLE & UPP LEA NESOI, ANKLE COVERD"
64,6403,640359,"FOOTWEAR, OUTER SOLE & UPPER OF LEATHER NESOI"
64,6403,640391,"FOOTWEAR, OUT SOLE RUB ETC & UP LEA NESOI, ANK COV"
64,6403,640399,"FOOTWEAR, OUTER SOLE RUB ETC & LEATHER UPPER NESOI"
64,6404,640411,FOOTWEAR TEX UP RUBPLAS SOL SPORT SHOES
64,6404,640419,"FOOTWEAR, OUT SOLE RUB OR PLAST & TEXT UPPER NESOI"
64,6404,640420,"FOOTWEAR, OUT SOLE LEA OR COMP LEA & TEXTILE UPPER"
64,6405,640510,"FOOTWEAR NESOI, UPPERS OF LEATHER OR COMP LEATHER"
64,6405,640520,"FOOTWEAR NESOI, UPPERS OF TEXTILE MATERIALS"
64,6405,640590,FOOTWEAR NESOI
64,6406,640610,FOOTWEAR UPPERS AND UPPER PARTS EXCEPT STIFFENERS
64,6406,640620,"FOOTWEAR OUTER SOLES & HEELS, OF RUBBER OR PLASTIC"
64,6406,640690,PARTS FOOTWEAR REMOVABLE INSOLES GAITERS ETC NESOI
65,6501,650100,"HAT FORMS/BODIES,HOODS,PLATEAUX&MANCHONS OF FELT"
65,6502,650200,"HAT SHAPES,PLAITED OR ASSEMBLD STRIPS ANY MATERIAL"
65,6504,650400,"HATS&OTHR HDGR,PLAITD/ASSEMBLD STRIPS ANY MATERIAL"
65,6505,650500,"HATS, OTHER HEADGEAR KNIT/CROCHETED, ETC; HAIRNETS"
65,6506,650610,"SAFETY(INCL SPORTS)HDGR,WHETHER/NOT LINED/TRIMMED"
65,6506,650691,OTHER HEADGR OF RUBBER/PLASTICS(INCL BATHING CAPS)
65,6506,650699,OTHR HEADGR OTHR MATRLS NESOI WHETHER/NOT LINE/TRM
65,6507,650700,"HDBANDS, LININGS, CVRS, FRMS, VSRS, ETC CHINSTRAPS"
66,6601,660110,"UMBRELLAS, GARDEN OR SIMILAR"
66,6601,660191,UMBRELLAS HAVING A TELESCOPIC SHAFT
66,6601,660199,"UMBRELLAS, NESOI"
66,6602,660200,"WALKING-STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS"
66,6603,660320,"UMBRELLA FRAMES, MOUNTED, SHAFT/STICK"
66,6603,660390,"PARTS, TRIMMINGS & ACCESS OF UMBRELLAS ETC."
67,6701,670100,SKINS & OTH PARTS OF BIRDS W FEATHERS PROCESSED
67,6702,670210,"PLASTIC ARTIFICAL FLOWERS, FOLIAGE, & FRUIT & PTS"
67,6702,670290,"ARTIFICAL FLOWERS,FOLIAGE,FRUIT & PTS, EXC PLASTIC"
67,6703,670300,"HUMAN HAIR, WOOL/OTH ANIMAL HAIR, EXC TEXT FOR WIG"
