chapter,heading,description
55,5509,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBERS, NOT PUT UP FOR RETAIL SALE"
55,5510,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBERS, NOT PUT UP FOR RETAIL SALE"
55,5511,"YARN (OTHER THAN SEWING THREAD) OF MANMADE STAPLE FIBERS, PUT UP FOR RETAIL SALE"
55,5512,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBERS, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBERS"
55,5513,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBERS, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBERS, MIXED MAINLY WITH COTTON, WEIGHING NOT OVER 170 G/M2"
55,5514,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBERS, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBERS, MIXED MAINLY WITH COTTON, WEIGHING OVER 170 G/M2"
55,5515,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBERS (CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBERS, MIXED MAINLY WITH MATERIALS OTHER THAN COTTON) NESOI"
55,5516,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBERS
56,5601,"WADDING OF TEXTILE MATERIALS AND ARTICLES THEREOF; TEXTILE FIBERS, NOT OVER 5 MM (0.197 IN.) IN LENGTH, TEXTILE DUST AND MILL NEPS"
56,5602,"FELT, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED"
56,5603,"NONWOVENS (OF TEXTILE MATERIALS), WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED"
56,5604,"RUBBER THREAD AND CORD, TEXTILE COVERED; TEXTILE YARN AND STRIP ETC. OF MANMADE MATERIALS OF SPECIFIC DIMENSIONS, COATED ETC. WITH RUBBER OR PLASTICS"
56,5605,"METALLIZED MANMADE TEXTILE YARN OF 67 DECITEX OR MORE, NO CROSS-SECTION OVER 1 MM, GIMPED OR NOT, AND STRIP NOT OVER 5 MM WIDE COMBINED WITH METAL"
56,5606,"GIMPED YARN AND STRIP NESOI, INCLUDING MANMADE TEXTILE YARN AND STRIP WITH SPECIFIED DIMENSIONS (HEADING 5404 AND 5405); CHENILLE YARN; LOOPWALE-YARN"
56,5607,"TWINE, CORDAGE, ROPE AND CABLE OF YARNS OR FIBERS, PRODUCED BY TWISTING OR BY PLAITING OR BRAIDING, WHETHER OR NOT COATED ETC. WITH RUBBER OR PLASTICS"
56,5608,"KNOTTED NETTING OF TWINE, CORDAGE OR ROPE; MADE-UP FISHING NETS AND OTHER MADE-UP NETS, OF TEXTILE MATERIALS"
56,5609,"ARTICLES OF YARN, STRIP OR THE LIKE OF SPECIFIED DIMENSIONS (HEADING 5404 AND 5405), TWINE, CORDAGE, ROPE OR CABLES, NESOI"
57,5701,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE-UP"
57,5702,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, INCLUDING KELEM, SCHUMACKS, KARAMANIE AND SIMILAR HAND-WOVEN RUGS"
57,5703,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE-UP"
57,5704,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, OF FELT, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE-UP"
57,5705,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS (WHETHER OR NOT MADE-UP), NESOI"
58,5801,WOVEN PILE FABRICS AND CHENILLE FABRICS (OTHER THAN WOVEN TERRY OR TUFTED FABRICS AND NARROW WOVEN FABRICS NOT OVER 30 CM IN WIDTH) NESOI
58,5802,"WOVEN TERRY TOWELING AND SIMILAR TERRY FABRICS, OTHER THAN NARROW FABRICS NOT OVER 30 CM IN WIDTH; TUFTED TEXTILE FABRICS, OTHER THAN FLOOR COVERINGS"
58,5803,GAUZE NESOI (OTHER THAN NARROW FABRICS NOT OVER 30 CM OR 11.811 IN. IN WIDTH)
58,5804,"TULLES AND OTHER NET FABRICS, NOT INCLUDING WOVEN, KNITTED OR CROCHETED FABRICS; LACE IN THE PIECE, IN STRIPS OR MOTIFS, EXCEPT FABRICS OF 6002"
58,5805,"HANDWOVEN TAPESTRIES SIMILAR TO GOBELINS, FLANDERS, AUBUSSON OR BEAUVAIS AND NEEDLEWORKED TAPESTRIES (PETIT POINT, CROSS-STITCH ETC.), MADE-UP OR NOT"
58,5806,"NARROW WOVEN FABRICS (OTHER THAN LABELS AND SIMILAR ARTICLES, IN THE PIECE ETC.); NARROW FABRICS ASSEMBLED (WITHOUT A WEFT) BY MEANS OF AN ADHESIVE"
58,5807,"LABELS, BADGES AND SIMILAR ARTICLES OF TEXTILE MATERIALS, IN THE PIECE, IN STRIPS OR CUT TO SHAPE OR SIZE, NOT EMBROIDERED"
58,5808,"BRAIDS IN THE PIECE; ORNAMENTAL TRIMMINGS IN THE PIECE, WITHOUT EMBROIDERY, OTHER THAN KNITTED OR CROCHETED; TASSELS, POMPONS AND SIMILAR ARTICLES"
58,5809,"WOVEN FABRICS OF METAL THREAD AND WOVEN FABRICS OF METALLIZED YARN (HEADING 5605), OF A KIND USED IN APPAREL, AS FURNISHING FABRICS ETC., NESOI"
58,5810,"EMBROIDERY IN THE PIECE, IN STRIPS OR IN MOTIFS"
58,5811,"QUILTED TEXTILE PRODUCTS IN THE PIECE (ONE OR MORE LAYERS ASSEMBLED WITH PADDING BY STITCHING ETC.), OTHER THAN EMBROIDERY"
59,5901,"TEXTILE FABRICS COATED, FOR THE OUTER COVERS OF BOOKS ETC.; TRACING CLOTH; PREPARED PAINTING CANVAS; BUCKRAM AND SIMILAR FABRICS FOR HAT FOUNDATIONS"
59,5902,"TIRE CORD FABRIC OF HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES, POLYESTERS OR VISCOSE RAYON"
59,5903,"TEXTILE FABRICS IMPREGNATED, COATED, COVERED OR LAMINATED WITH PLASTICS, OTHER THAN TIRE CORD FABRIC"
59,5904,"LINOLEUM, WHETHER OR NOT CUT TO SHAPE; FLOOR COVERINGS WITH A COATING OR COVERING APPLIED ON A TEXTILE BACKING, WHETHER OR NOT CUT TO SHAPE"
59,5905,TEXTILE WALL COVERINGS
59,5906,"RUBBERIZED TEXTILE FABRICS, OTHER THAN TIRE CORD FABRIC"
59,5907,"TEXTILE FABRICS OTHERWISE IMPREGNATED, COATED OR COVERED; PAINTED CANVAS BEING THEATRICAL SCENERY, STUDIO BACK-CLOTHS OR THE LIKE"
59,5908,"TEXTILE WICKS FOR LAMPS, STOVES, LIGHTERS, CANDLES ETC; GAS MANTLES AND TUBULAR KNITTED GAS MANTLE FABRIC, WHETHER OR NOT IMPREGNATED"
59,5909,"TEXTILE HOSEPIPING AND SIMILAR TEXTILE TUBING, WITH OR WITHOUT LINING, ARMOR OR ACCESSORIES OF OTHER MATERIALS"
59,5910,"TRANSMISSION OR CONVEYOR BELTS OR BELTING, OF TEXTILE MATERIAL, WHETHER OR NOT REINFORCED WITH METAL OR OTHER MATERIAL OR COATED IMPREG WITH PLASTICS"
59,5911,"TEXTILE PRODUCTS AND ARTICLES FOR SPECIFIED TECHNICAL USES, NESOI"
60,6001,"PILE FABRICS, INCLUDING LONG PILE FABRICS AND TERRY FABRICS, KNITTED OR CROCHETED"
60,6002,"KNITTED OR CROCHETED FABRICS, NESOI"
60,6003,"KNITTED OR CROCHETED FABRICS OF A WIDTH NOT EXCEEDING 30 CM, OTHER THAN THOSE OF HEADING 6001 OR 6002"
60,6004,"KNITTED OR CROCHETED FABRICS OF A WIDTH EXCEEDING 30 CM, CONTAINNG BY WEIGHT 5% OR MORE ELASTOMERIC YARN OR RUBBER THREAD, OTHER THAN THOSE HEAD 6001"
60,6005,"WARP KNIT FABRICS (INCLUDING THOSE MADE ON GALLOON KNIT. MACHINES), OTHER THAN THOSE OF HEADING 6001 TO 6004"
60,6006,"KNITTED OR CROCHETED FABRICS, NESOI"
61,6101,"MEN'S OR BOYS' OVERCOATS, CARCOATS, CAPES, CLOAKS, ANORAKS (INCLUDING SKI-JACKETS), AND SIMILAR ARTICLES, KNITTED OR CROCHETED, NESOI"
61,6102,"WOMEN'S OR GIRLS' OVERCOATS, CARCOATS, CAPES, CLOAKS, ANORAKS (INCLUDING SKI-JACKETS), AND SIMILAR ARTICLES, KNITTED OR CROCHETED, NESOI"
61,6103,"MEN'S OR BOYS' SUITS, ENSEMBLES, SUIT-TYPE JACKETS, BLAZERS, TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS (NO SWIMWEAR), KNITTED OR CROCHETED"
61,6104,"WOMEN'S OR GIRLS' SUITS, ENSEMBLES, SUIT-TYPE JACKETS, BLAZERS, DRESSES, SKIRTS, DIVIDED SKIRTS, TROUSERS, ETC. (NO SWIMWEAR), KNITTED OR CROCHETED"
61,6105,"MEN'S OR BOYS' SHIRTS, KNITTED OR CROCHETED"
61,6106,"WOMEN'S OR GIRLS' BLOUSES AND SHIRTS, KNITTED OR CROCHETED"
61,6107,"MEN'S OR BOYS' UNDERPANTS, BRIEFS, NIGHTSHIRTS, PAJAMAS, BATHROBES, DRESSING GOWNS AND SIMILAR ARTICLES, KNITTED OR CROCHETED"
61,6108,"WOMEN'S OR GIRLS' SLIPS, PETTICOATS, BRIEFS, PANTIES, NIGHTDRESSES, PAJAMAS, NEGLIGEES, BATHROBES AND SIMILAR ARTICLES, KNITTED OR CROCHETED"
61,6109,"T-SHIRTS, SINGLETS, TANK TOPS AND SIMILAR GARMENTS, KNITTED OR CROCHETED"
61,6110,"SWEATERS, PULLOVERS, SWEATSHIRTS, WAISTCOATS (VESTS) AND SIMILAR ARTICLES, KNITTED OR CROCHETED"
61,6111,"BABIES' GARMENTS AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED"
61,6112,"TRACK SUITS, SKI-SUITS AND SWIMWEAR, KNITTED OR CROCHETED"
61,6113,"GARMENTS, IMPREGNATED, COATED, COVERED OR LAMINATED WITH PLASTICS, RUBBER OR OTHER MATERIALS, KNITTED OR CROCHETED"
61,6114,"GARMENTS NESOI, KNITTED OR CROCHETED"
61,6115,"PANTYHOSE, TIGHTS, STOCKINGS, SOCKS AND OTHER HOSIERY, INCLUDING STOCKINGS FOR VARICOSE VEINS AND FOOTWEAR WITHOUT APPLIED SOLES, KNITTED OR CROCHETED"
61,6116,"GLOVES, MITTENS AND MITTS, KNITTED OR CROCHETED"
61,6117,"MADE-UP CLOTHING ACCESSORIES NESOI, KNITTED OR CROCHETED; PARTS OF KNITTED OR CROCHETED GARMENTS OR CLOTHING ACCESSORIES"
62,6201,"MEN'S OR BOYS' OVERCOATS, RAINCOATS, CLOAKS, ANORAKS (INCLUDING SKI-JACKETS) AND SIMILAR ARTICLES, NOT KNITTED OR CROCHETED, NESOI"
62,6202,"WOMEN'S OR GIRLS' OVERCOATS, RAINCOATS, CLOAKS, ANORAKS (INCLUDING SKI-JACKETS) AND SIMILAR ARTICLES, NOT KNITTED OR CROCHETED, NESOI"
62,6203,"MEN'S OR BOY'S SUITS, ENSEMBLES, SUIT-TYPE JACKETS, BLAZERS, TROUSERS, BIB AND BRACE OVERALLS, BREECHES, ETC. (NO SWIMWEAR), NOT KNITTED OR CROCHETED"
62,6204,"WOMEN'S OR GIRLS' SUITS, ENSEMBLES, SUIT-TYPE JACKETS, DRESSES, SKIRTS, DIVIDED SKIRTS, TROUSERS, ETC. (NO SWIMWEAR), NOT KNITTED OR CROCHETED"
62,6205,"MEN'S OR BOYS' SHIRTS, NOT KNITTED OR CROCHETED"
62,6206,"WOMEN'S OR GIRL'S BLOUSES, SHIRTS AND SHIRT-BLOUSES, NOT KNITTED OR CROCHETED"
62,6207,"MEN'S OR BOY'S SINGLETS AND OTHER UNDERSHIRTS, UNDERPANTS, BRIEFS, NIGHTSHIRTS, PAJAMAS, BATHROBES AND SIMILAR ARTICLES, NOT KNITTED OR CROCHETED"
62,6208,"WOMEN'S OR GIRLS' SINGLETS AND OTHER UNDERSHIRTS, SLIPS, PANTIES, NIGHTDRESSES, PAJAMAS, NEGLIGEES AND SIMILAR ARTICLES, NOT KNITTED OR CROCHETED"
62,6209,"BABIES' GARMENTS AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED"
62,6210,"GARMENTS, MADE-UP OF FABRICS OF FELT OR NONWOVENS AND GARMENTS OF TEXTILE FABRICS (NOT KNIT ETC.) RUBBERIZED OR IMPREGNATED, COATED ETC. WITH PLASTICS"
62,6211,"TRACK SUITS, SKI-SUITS AND SWIMWEAR, NOT KNITTED OR CROCHETED"
62,6212,"BRASSIERES, GIRDLES, CORSETS, BRACES, SUSPENDERS, GARTERS AND SIMILAR ARTICLES AND PARTS THEREOF, WHETHER OR NOT KNITTED OR CROCHETED"
62,6213,HANDKERCHIEFS
62,6214,"SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND SIMILAR ARTICLES, NOT KNITTED OR CROCHETED"
62,6215,"TIES, BOW TIES AND CRAVATS, NOT KNITTED OR CROCHETED"
62,6216,"GLOVES, MITTENS AND MITTS, NOT KNITTED OR CROCHETED"
62,6217,MADE-UP CLOTHING ACCESSORIES NESOI; PARTS OF GARMENTS OR CLOTHING ACCESSORIES NESOI
63,6301,BLANKETS AND TRAVELING RUGS
63,6302,"BED LINEN, TABLE LINEN, TOILET LINEN AND KITCHEN LINEN"
63,6303,CURTAINS (INCLUDING DRAPES) AND INTERIOR BLINDS; CURTAIN OR BED VALANCES
63,6304,FURNISHING ARTICLES OF TEXTILE MATERIALS NESOI
63,6305,"SACKS AND BAGS, OF TEXTILE MATERIALS, USED FOR THE PACKING OF GOODS"
63,6306,"TARPAULINS, SAILS FOR BOATS, SAILBOARDS OR LANDCRAFT, AWNINGS, SUNBLINDS, TENTS AND CAMPING GOODS, OF TEXTILE MATERIALS"
63,6307,MADE-UP ARTICLES OF TEXTILE MATERIALS NESOI
63,6308,"NEEDLECRAFT SETS, OF WOVEN FABRIC AND YARN, WITH OR WITHOUT ACCESSORIES, FOR MAKING RUGS, TAPESTRIES OR EMBROIDERED ARTICLES, PACKAGED FOR RETAIL SALE"
63,6309,WORN CLOTHING AND OTHER WORN TEXTILE ARTICLES
63,6310,"USED OR NEW RAGS, SCRAP TWINE, CORDAGE, ROPE AND CABLES, AND WORN-OUT ARTICLES OF TWINE, CORDAGE, ROPE OR CABLES, OF TEXTILE MATERIALS"
64,6401,WATERPROOF FOOTWEAR WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS WHICH ARE FIXED TOGETHER BY BONDING OR SIMILAR PROCESSES
64,6402,"FOOTWEAR, WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS, NESOI"
64,6403,"FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS, LEATHER OR COMPOSITION LEATHER AND UPPERS OF LEATHER"
64,6404,"FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS, LEATHER OR COMPOSITION LEATHER AND UPPERS OF TEXTILE MATERIALS"
64,6405,FOOTWEAR NESOI
64,6406,"PARTS OF FOOTWEAR; REMOVABLE INSOLES, HEEL CUSHIONS AND SIMILAR ARTICLES; GAITERS, LEGGINGS AND SIMILAR ARTICLES, AND PARTS THEREOF"
65,6501,"HAT FORMS, HAT BODIES AND HOODS OF FELT, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS; PLATEAUX AND MANCHONS (INCLUDING SLIT MANCHONS), OF FELT"
65,6502,"HAT SHAPES, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, NEITHER BLOCKED TO SHAPE, NOR WITH MADE BRIMS, NOR LINED, NOR TRIMMED"
65,6504,"HATS AND OTHER HEADGEAR, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, WHETHER OR NOT LINED OR TRIMMED"
65,6505,"HATS AND OTHER HEADGEAR, KNITTED OR CROCHETED, OR MADE UP FROM LACE, FELT OR OTHER TEXTILE FABRIC, IN THE PIECE (NO STRIPS); HAIR NETS OF ANY MATERIAL"
65,6506,"HEADGEAR NESOI, WHETHER OR NOT LINED OR TRIMMED"
65,6507,"HEADBANDS, LININGS, COVERS, HAT FOUNDATIONS, HAT FRAMES, PEAKS (VISORS), AND CHINSTRAPS FOR HEADGEAR"
66,6601,"UMBRELLAS AND SUN UMBRELLAS, INCLUDING WALKING-STICK UMBRELLAS, GARDEN UMBRELLAS AND SIMILAR UMBRELLAS"
66,6602,"WALKING-STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND THE LIKE"
66,6603,"PARTS, TRIMMINGS AND ACCESSORIES FOR UMBRELLAS, WALKING STICKS, SEAT-STICKS, WHIPS, RIDING CROPS AND SIMILAR ARTICLES"
67,6701,"SKINS AND OTHER PARTS OF BIRDS WITH THEIR FEATHERS OR DOWN, BLEACHED, DYED OR PROCESSED AND ARTICLES OF FEATHERS OR DOWN NESOI"
67,6702,"ARTIFICIAL FLOWERS, FOLIAGE AND FRUIT AND PARTS THEREOF; ARTICLES MADE OF ARTIFICIAL FLOWERS, FOLIAGE OR FRUIT"
67,6703,"HUMAN HAIR, DRESSED OR OTHERWISE WORKED; WOOL OR OTHER ANIMAL HAIR OR OTHER TEXTILE MATERIALS, PREPARED FOR USE IN MAKING WIGS OR THE LIKE"
67,6704,"WIGS, FALSE BEARDS, EYEBROWS AND EYELASHES, SWITCHES AND SIMILAR ARTICLES, OF HUMAN OR ANIMAL HAIR OR TEXTILE MATERIALS; ARTICLES OF HUMAN HAIR NESOI"
68,6801,"SETTS, CURBSTONES AND FLAGSTONES, OF NATURAL STONE (EXCEPT SLATE)"
68,6802,"WORKED MONUMENTAL OR BUILDING STONE AND ARTICLES THEREOF NESOI; MOSAIC CUBES AND THE LIKE AND COLORED GRANULES, CHIPPINGS AND POWDER, OF NATURAL STONE"
68,6803,WORKED SLATE AND ARTICLES OF SLATE OR AGGLOMERATED SLATE
68,6804,"MILLSTONES, GRINDING WHEELS AND THE LIKE (NO FRAMEWORKS), FOR GRINDING, SHARPENING ETC., AND PARTS THEREOF, OF NATURAL STONE, ABRASIVES OR CERAMICS"
68,6805,"NATURAL OR ARTIFICIAL ABRASIVE POWDER OR GRAIN, ON A BASE OF TEXTILES, PAPER OR OTHER MATERIAL, WHETHER OR NOT CUT TO SHAPE, SEWN OR OTHERWISE MADE UP"
68,6806,"MINERAL WOOLS (SLAG, ROCK ETC.); EXFOLIATED VERMICULITE, EXPANDED CLAYS AND THE LIKE; MIXTURES AND ARTICLES OF INSULATING MINERAL MATERIALS NESOI"
68,6807,"ARTICLES OF ASPHALT OR OF SIMILAR MATERIAL (FOR EXAMPLE, PETROLEUM BITUMEN OR COAL TAR PITCH)"
68,6808,"PANELS, TILES, BLOCKS AND SIMILAR ARTICLES OF VEGETABLE FIBER, CHIPS OR OTHER WASTE, OF WOOD, AGGLOMERATED WITH CEMENT OR OTHER MINERAL BINDERS"
68,6809,ARTICLES OF PLASTER OR OF COMPOSITIONS BASED ON PLASTER
68,6810,"ARTICLES OF CEMENT, CONCRETE OR ARTIFICIAL STONE, WHETHER OR NOT REINFORCED"
68,6811,"ARTICLES OF ASBESTOS-CEMENT, OF CELLULOSE FIBER-CEMENT OR THE LIKE"
68,6812,"FABRICATED ASBESTOS FIBERS; SPECIFIED MIXTURES CONTAINING ASBESTOS; ARTICLES OF SUCH MIXTURES OR OF ASBESTOS (THREAD, FABRICS, CLOTHING ETC.), NESOI"
68,6813,"FRICTION MATERIAL AND ARTICLES THEREOF (SHEETS, ROLLS, STRIPS, DISCS ETC.), BASED ON ASBESTOS, OTHER MINERAL SUBSTANCES OR OF CELLULOSE"
68,6814,"WORKED MICA AND ARTICLES OF MICA, INCLUDING AGGLOMERATED OR RECONSTITUTED MICA, WHETHER OR NOT ON A SUPPORT OF PAPER, PAPERBOARD OR OTHER MATERIALS"
68,6815,"ARTICLES OF STONE OR OTHER MINERAL SUBSTANCES (INCLUDING CARBON FIBERS, ARTICLES OF CARBON FIBERS AND ARTICLES OF PEAT), NESOI"
69,6901,"BRICKS, BLOCKS, TILES AND OTHER CERAMIC GOODS OF SILICEOUS FOSSIL MEALS (INCLUDING KIESELGUHR, TRIPOLITE OR DIATOMITE) OR SIMILAR SILICEOUS EARTHS"
69,6902,"REFRACTORY BRICKS, BLOCKS AND SIMILAR REFRACTORY CERAMIC CONSTRUCTIONAL GOODS, EXCEPT THOSE OF SILICEOUS FOSSIL MEALS OR SIMILAR SILICEOUS EARTHS"
69,6903,"REFRACTORY CERAMIC GOODS (RETORTS, CRUCIBLES, MUFFLES, PLUGS, TUBES, SHEATHS ETC.), NESOI"
69,6904,"CERAMIC BUILDING BRICKS, FLOORING BLOCKS, SUPPORT OR FILLER TILES AND SIMILAR PRODUCTS"
69,6905,"ROOFING TILES, CHIMNEY POTS, COWLS, CHIMNEY LINERS, ARCHITECTURAL ORNAMENTS AND OTHER CERAMIC CONSTRUCTIONAL GOODS"
69,6906,"CERAMIC PIPES, CONDUITS, GUTTERING AND PIPE FITTINGS"
69,6907,"UNGLAZED CERAMIC FLAGS AND PAVING, HEARTH OR WALL TILES; UNGLAZED CERAMIC MOSAIC CUBES AND SIMILAR PRODUCTS"
69,6909,CERAMIC WARES FOR LABORATORY OR OTHER TECHNICAL USES; CERAMIC TROUGHS ETC. USED IN AGRICULTURE; CERAMIC CONTAINERS USED TO TRANSPORT OR PACK GOODS
69,6910,"CERAMIC SINKS, WASHBASINS AND PEDESTALS, BATHS, BIDETS, WATER CLOSET BOWLS AND FLUSH TANKS, URINALS AND SIMILAR SANITARY FIXTURES"
69,6911,"CERAMIC TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD AND TOILET ARTICLES, OF PORCELAIN OR CHINA"
69,6912,"CERAMIC TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD AND TOILET ARTICLES, OTHER THAN OF PORCELAIN OR CHINA"
69,6913,STATUETTES AND OTHER ORNAMENTAL CERAMIC ARTICLES
69,6914,CERAMIC ARTICLES NESOI
70,7001,CULLET AND OTHER WASTE AND SCRAP OF GLASS; GLASS IN THE MASS
70,7002,"GLASS IN BALLS (EXCEPT MICROSPHERES), RODS OR TUBES, UNWORKED"
70,7003,"CAST GLASS AND ROLLED GLASS, IN SHEETS OR PROFILES, WHETHER OR NOT HAVING AN ABSORBENT, REFLECTING OR NONREFLECTING LAYER, BUT NOT OTHERWISE WORKED"
70,7004,"DRAWN GLASS AND BLOWN GLASS, IN SHEETS, WHETHER OR NOT HAVING AN ABSORBENT, REFLECTING OR NONREFLECTING LAYER, BUT NOT OTHERWISE WORKED"
70,7005,"FLOAT GLASS AND SURFACE GROUND OR POLISHED GLASS, IN SHEETS, WHETHER OR NT HAVING AN ABSORBENT, REFLECTING/NONREFLECTING LAYER, BUT NT OTHERWISE WORKD"
70,7006,"GLASS (CAST, ROLLED, DRAWN, BLOWN OR FLOAT, SURFACE GROUND, ETC.) BENT, EDGE-WORKED, ENGRAVED, ENAMELED OR OTHERWISE WORKED, NOT FRAMED OR FITTED"
70,7007,"SAFETY GLASS, CONSISTING OF TOUGHENED (TEMPERED) OR LAMINATED GLASS"
70,7008,MULTIPLE-WALLED INSULATING UNITS OF GLASS
70,7009,"GLASS MIRRORS, WHETHER OR NOT FRAMED, INCLUDING REARVIEW MIRRORS"
70,7010,"GLASS CONTAINERS USED FOR THE CONVEYANCE OR PACKING OF GOODS; GLASS PRESERVING JARS; GLASS STOPPERS, LIDS AND OTHER GLASS CLOSURES"
70,7011,"GLASS ENVELOPES (INCLUDING BULBS AND TUBES), OPEN, AND GLASS PARTS THEREOF, WITHOUT FITTINGS, FOR ELECTRIC LAMPS, CATHODE-RAY TUBES OR THE LIKE"
70,7013,"GLASSWARE FOR TABLE, KITCHEN, TOILET, OFFICE, INDOOR DECORATION OR SIMILAR PURPOSES NESOI"
70,7014,"SIGNALLING GLASSWARE AND OPTICAL ELEMENTS OF GLASS NESOI, NOT OPTICALLY WORKED"
70,7015,"CLOCK OR WATCH ETC. GLASSES; GLASSES FOR SPECTACLES, CURVED ETC., NOT OPTICALLY WORKED; HOLLOW GLASS SPHERES ETC. FOR THE MANUFACTURE OF SUCH GLASSES"
70,7016,"GLASS PAVING BLOCKS ETC. FOR BUILDING PURPOSES; GLASS CUBES ETC. FOR DECORATIVE PURPOSES; LEADED GLASS ARTICLES; FOAM GLASS IN BLOCKS, PANELS, ETC."
70,7017,"LABORATORY, HYGIENIC OR PHARMACEUTICAL GLASSWARE, WHETHER OR NOT GRADUATED OR CALIBRATED"
70,7018,"GLASS BEADS, IMITATION STONES ETC. AND ARTICLES NESOI; GLASS EYES NESOI; LAMP-WORKED GLASS ORNAMENTS; GLASS MICROSPHERES, NOT OVER 1 MM IN DIAMETER"
70,7019,"GLASS FIBERS (INCLUDING GLASS WOOL) AND ARTICLES THEREOF, INCLUDING YARN AND WOVEN FABRICS"
70,7020,"ARTICLES OF GLASS, NESOI"
71,7101,"PEARLS, NATURAL OR CULTURED, NOT STRUNG, MOUNTED OR SET; PEARLS, NATURAL OR CULTURED, TEMPORARILY STRUNG FOR CONVENIENCE OF TRANSPORT"
71,7102,"DIAMONDS, WHETHER OR NOT WORKED, BUT NOT MOUNTED OR SET"
71,7103,"PRECIOUS AND SEMIPRECIOUS STONES (NO DIAMONDS), NOT STRUNG, MOUNTED ETC.; UNGRADED PRECIOUS AND SEMIPRECIOUS STONES (NO DIAMONDS) STRUNG FOR TRANSPORT"
71,7104,"SYNTHETIC OR RECONSTRUCTED PRECIOUS OR SEMIPRECIOUS STONES, NOT STRUNG, MOUNTED OR SET (INCLUDING UNGRADED STONES TEMPORARILY STRUNG FOR TRANSPORT)"
71,7105,DUST AND POWDER OF NATURAL OR SYNTHETIC PRECIOUS OR SEMIPRECIOUS STONES
71,7106,"SILVER (INCLUDING SILVER PLATED WITH GOLD OR PLATINUM), UNWROUGHT OR IN SEMIMANUFACTURED FORMS, OR IN POWDER FORM"
71,7107,"BASE METALS CLAD WITH SILVER, NOT FURTHER WORKED THAN SEMIMANUFACTRED"
71,7108,"GOLD (INCLUDING GOLD PLATED WITH PLATINUM), UNWROUGHT OR IN SEMIMANUFACTURED FORMS, OR IN POWDER FORM"
71,7109,"BASE METALS OR SILVER, CLAD WITH GOLD, NOT FURTHER WORKED THAN SEMIMANUFACTURED"
71,7110,"PLATIMUN, UNWROUGHT OR IN SEMIMANUFACTURED FORMS, OR IN POWDER FORM"
71,7111,"BASE METALS, SILVER OR GOLD, CLAD WITH PLATINUM, NOT FURTHER WORKED THAN SEMIMANUFACTURED"
71,7112,WASTE AND SCRAP OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL; OTHER WASTE AND SCRAP CONTAINING PRECIOUS METAL PRINCIPALLY USE FOR RECOVERY
71,7113,"ARTICLES OF JEWELRY AND PARTS THEREOF, OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL"
71,7114,"ARTICLES OF GOLDSMITHS' OR SILVERSMITHS' WARES AND PARTS THEREOF, OF PRECIOUS METAL OR METAL CLAD WITH PRECIOUS METAL"
71,7115,ARTICLES OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL NESOI
71,7116,"ARTICLES OF NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMIPRECIOUS STONES (NATURAL, SYNTHETIC OR RECONSTRUCTED)"
71,7117,IMITATION JEWELRY
71,7118,COIN
72,7201,"PIG IRON AND SPIEGELEISEN IN PIGS, BLOCKS OR OTHER PRIMARY FORMS"
72,7202,FERROALLOYS
